OCCLY,OCC,ASECWT,Observations,OCCLY_label,OCC_label,EMPOCCLY_unadj,EMPOCC_unadj,EMPOCC_incimp,transition_prob,transition_prob_adj,incoming_prob,transition_adj_networkers
50,740,3286.85,2,Marketing and sales managers,Business operations specialists all other,8277827.49,2063381.73,2449590.19,0.0003970667429311214,0.0006154534515432382,0.0015929432504958741,5094.6175
50,800,4710.27,4,Marketing and sales managers,Accountants and auditors,8277827.49,14958217.91,17785360.31,0.0005690224887738027,0.0008819848575993941,0.00031489513178244643,7300.9185
50,850,7596.91,3,Marketing and sales managers,Personal financial advisors,8277827.49,3779232.42,4610968.5,0.0009177420052758311,0.0014225001081775383,0.002010172742961387,11775.210500000001
50,910,2611.77,1,Marketing and sales managers,Loan counselors and officers,8277827.49,2752663.67,3379673.32,0.0003155139441061244,0.0004890466133644928,0.0009488155158454212,4048.2435
50,1007,1776.93,1,Marketing and sales managers,Information security analysts,8277827.49,584716.14,687218.62,0.00021466139541402788,0.00033272516289174325,0.0030389617772480166,2754.2415
50,1010,4125.99,1,Marketing and sales managers,Computer programmers,8277827.49,3878797.49,4496157.1,0.0004984387515908476,0.0007725800649658139,0.0010637291610704842,6395.284500000001
50,1020,5781.549999999999,2,Marketing and sales managers,Software developers applications and systems software,8277827.49,11204364.41,12889926.55,0.0006984380874069169,0.0010825790354807212,0.0005160087434178696,8961.4025
50,1030,14448.41,5,Marketing and sales managers,Web developers,8277827.49,1644995.53,1870070.01,0.001745435021139828,0.0027054242827667333,0.008783251830477618,22395.035499999998
50,1050,2198.96,1,Marketing and sales managers,Computer support specialists,8277827.49,4446245.47,5177193.22,0.00026564457916723267,0.00041174909770921067,0.0004945655868163303,3408.3880000000004
50,1105,3292.7,2,Marketing and sales managers,Network and computer systems administrators,8277827.49,1861053.1300000001,2093863.19,0.0003977734500963851,0.0006165488476493969,0.0017692670600973114,5103.6849999999995
50,1300,2329.47,2,Marketing and sales managers,Architects except naval,8277827.49,1772265.27,2040814.35,0.00028141079320801354,0.00043618672947242103,0.0013144025555497116,3610.6785
50,1760,722.09,1,Marketing and sales managers,Physical scientists all other,8277827.49,1857462.97,2139364.59,8.72318251222701e-05,0.00013520932893951868,0.00038875068395037777,1119.2395000000004
50,1965,2165.74,1,Marketing and sales managers,Miscellaneous life physical and social science technicians,8277827.49,1291108.79,1491959.74,0.0002616314489056838,0.00040552874580380993,0.0016774264235316682,3356.897
50,2000,2758.52,2,Marketing and sales managers,Counselors,8277827.49,6488938.81,7769396.94,0.00033324202555953483,0.000516525139617279,0.0004251111130450004,4275.706
50,2010,3462.3,2,Marketing and sales managers,Social workers,8277827.49,6556981.9,7669327.26,0.0004182619176568513,0.0006483059723681196,0.0005280325693746387,5366.5650000000005
50,2025,3945.56,1,Marketing and sales managers,Miscellaneous community and social service specialists including health educators and community health workers,8277827.49,774634.33,896103.32,0.0004766419697398163,0.0007387950530967153,0.005093448414557098,6115.6179999999995
50,2200,7028.5,3,Marketing and sales managers,Postsecondary teachers,8277827.49,11993285.9,13780683.22,0.0008490754377873608,0.0013160669285704092,0.0005860362254851275,10894.175
50,2320,1945.31,2,Marketing and sales managers,Secondary school teachers,8277827.49,9527775.89,11057123.76,0.00023500248130925956,0.00036425384602935235,0.0002041725185876512,3015.2305
50,2540,3527.29,1,Marketing and sales managers,Teacher assistants,8277827.49,8173631.22,9845063.82,0.0004261130114466785,0.0006604751677423517,0.0004315450385587619,5467.2995
50,2550,643.71,1,Marketing and sales managers,Other education training and library workers,8277827.49,1539927.39,1847724.58,7.776315715417259e-05,0.00012053289358896751,0.00041801321554518235,997.7505000000001
50,2630,7130.23,3,Marketing and sales managers,Designers,8277827.49,6935651.14,8308150.55,0.0008613648941843314,0.0013351155859857137,0.00102805487993446,11051.8565
50,2710,3189.26,1,Marketing and sales managers,Producers and directors,8277827.49,1380393.13,1615303.82,0.00038527741775879897,0.0005971799975261384,0.002310399791688329,4943.353
50,2825,17395.4,5,Marketing and sales managers,Public relations specialists,8277827.49,1237588.01,1419138.2,0.002101445097885218,0.0032572399017220884,0.014055889245404051,26962.870000000003
50,2850,1903.0900000000001,2,Marketing and sales managers,Writers and authors,8277827.49,1826058.91,2167459.8,0.0002299021092549973,0.00035634826934524585,0.001042184340044101,2949.7895000000003
50,2920,2310.15,1,Marketing and sales managers,Television video and motion picture camera operators and editors,8277827.49,562286.32,669109.31,0.0002790768474929888,0.0004325691136141326,0.004108494049792996,3580.7325
50,3850,704.79,1,Marketing and sales managers,Police and sheriff's patrol officers,8277827.49,5490250.37,6710436.52,8.514190478738763e-05,0.00013196995242045084,0.00012837119484589187,1092.4245
50,4010,612.07,1,Marketing and sales managers,First-line supervisors/managers of food preparation and serving workers,8277827.49,4537306.49,5375486.24,7.394089822956676e-05,0.00011460839225582848,0.0001348972129938703,948.7085000000002
50,4110,6301.49,2,Marketing and sales managers,Waiters and waitresses,8277827.49,14448397.1,18117752.05,0.0007612492538184073,0.0011799363434185314,0.0004361376529442148,9767.3095
50,4230,1735.95,1,Marketing and sales managers,Maids and housekeeping cleaners,8277827.49,11496932.97,13911050.2,0.0002097108211178728,0.00032505177273270283,0.00015099244333508538,2690.7225
50,4610,1092.08,1,Marketing and sales managers,Personal and home care aides,8277827.49,10187701.91,12224595.16,0.00013192833522071863,0.0002044889195921139,0.00010719591225259946,1692.724
50,4620,3303.8,1,Marketing and sales managers,Recreation and fitness workers,8277827.49,3028545.03,3730193.21,0.0003991143816407317,0.0006186272915431342,0.0010908868672162356,5120.890000000001
50,4700,18349.55,11,Marketing and sales managers,First-line supervisors/managers of retail sales workers,8277827.49,26229527.18,32085839.1,0.0022167108486093852,0.0034359018153445474,0.0006995760874405514,28441.802499999998
50,4710,17197.04,10,Marketing and sales managers,First-line supervisors/managers of non-retail sales workers,8277827.49,9598752.84,11738109.83,0.0020774822887738146,0.0032200975475994128,0.001791591083409957,26655.412000000004
50,4720,2743.17,2,Marketing and sales managers,Cashiers,8277827.49,22819083.82,27819222.17,0.00033138767427974027,0.0005136508951335974,0.00012021385352884864,4251.9135
50,4760,8564.779999999999,4,Marketing and sales managers,Retail salespersons,8277827.49,24133685.46,30119043.79,0.001034665195710668,0.0016037310533515356,0.00035488902075050076,13275.408999999998
50,4800,1915.56,1,Marketing and sales managers,Advertising sales agents,8277827.49,1814353.87,2227624.78,0.00023140854316112353,0.0003586832418997415,0.0010557808108293668,2969.118
50,4810,4828.6,3,Marketing and sales managers,Insurance sales agents,8277827.49,4867800.58,6006616.63,0.0005833173022551114,0.0009041418184954227,0.0009919469626259833,7484.330000000001
50,4840,10150.22,7,Marketing and sales managers,Sales representatives services all other,8277827.49,3841904.22,4680526.03,0.0012261937099150636,0.0019006002503683486,0.0026419763270412815,15732.840999999999
50,4850,5723.18,4,Marketing and sales managers,Sales representatives wholesale and manufacturing,8277827.49,10326563.4,12482353.4,0.0006913867203579523,0.001071649416554826,0.0005542192284414774,8870.929
50,4920,3316.2200000000003,2,Marketing and sales managers,Real estate brokers and sales agents,8277827.49,6813921.64,8696632.36,0.0004006147753146762,0.0006209529017377482,0.000486683025606382,5140.1410000000005
50,4930,1679.21,1,Marketing and sales managers,Sales engineers,8277827.49,366852.85,435141.63,0.00020285636563803288,0.000314427366738951,0.004577339388258808,2602.7755
50,4965,5185.58,2,Marketing and sales managers,Sales and related workers all other,8277827.49,1922207.55,2456596.79,0.0006264421439398708,0.0009709853231067998,0.0026977211696000256,8037.649
50,5000,6082.57,4,Marketing and sales managers,First-line supervisors/managers of office and administrative support workers,8277827.49,11537103.33,13752344.93,0.0007348027012338716,0.0011389441869125011,0.000527218126250413,9427.9835
50,5110,1806.05,1,Marketing and sales managers,Billing and posting clerks and machine operators,8277827.49,3822591.72,4536905.36,0.00021817922663667396,0.00033817780128684465,0.00047246740753155816,2799.3775
50,5210,3149.86,1,Marketing and sales managers,Correspondence clerks,8277827.49,21609.78,22571.91,0.00038051771479958685,0.0005898024579393597,0.14576085457602994,4882.283
50,5240,18127.54,7,Marketing and sales managers,Customer service representatives,8277827.49,17108971.29,20909646.29,0.0021898910096760185,0.0033943310649978287,0.0010595341878091376,28097.687000000005
50,5350,1714.87,1,Marketing and sales managers,Order clerks,8277827.49,842775.38,1038786.16,0.0002071642592300507,0.0003211046018065786,0.002034788913743541,2658.0485
50,5560,1995.38,1,Marketing and sales managers,Postal service mail sorters processors and processing machine operators,8277827.49,575991.96,674177.32,0.0002410511698160552,0.00037362931321488556,0.0034642497440415666,3092.839
50,5600,698.35,1,Marketing and sales managers,Production planning and expediting clerks,8277827.49,2103949.06,2491427.89,8.436392288237937e-05,0.00013076408046768802,0.0003319234354466738,1082.4425
50,5620,4521.49,2,Marketing and sales managers,Stock clerks and order fillers,8277827.49,11577879.11,13988323.53,0.0005462169881484205,0.0008466363316300518,0.0003905283478124,7008.309499999999
50,5700,16191.96,6,Marketing and sales managers,Secretaries and administrative assistants,8277827.49,23340536.33,28028965.9,0.0019560639575493255,0.0030318991342014544,0.0006937269894346082,25097.538
50,5810,3314.03,1,Marketing and sales managers,Data entry keyers,8277827.49,2442629.46,2886502.71,0.0004003502131451159,0.0006205428303749297,0.0013567469214098484,5136.7465
50,5860,1319.26,1,Marketing and sales managers,Office clerks general,8277827.49,9282059.52,11522735.6,0.00015937273416167798,0.0002470277379506009,0.00014213009485205283,2044.8530000000003
50,5940,8691.460000000001,3,Marketing and sales managers,Office and administrative support workers all other,8277827.49,4480133.42,5276547.59,0.001049968727966328,0.0016274515283478082,0.0019400002600815404,13471.763
50,6230,3495.83,1,Marketing and sales managers,Carpenters,8277827.49,10009886.8,12282250.44,0.0004223124973579269,0.0006545843709047867,0.0003492377156552859,5418.5365
50,6240,372.83,1,Marketing and sales managers,Carpet floor and tile installers and finishers,8277827.49,1216808.27,1477396.41,4.5039595286371446e-05,6.981137269387575e-05,0.0003063999556807746,577.8865000000001
50,7240,1777.44,1,Marketing and sales managers,Small engine mechanics,8277827.49,429744.6,473292.7,0.00021472300578228166,0.00033282065896253656,0.004136038009552651,2755.032
50,7630,3161.52,1,Marketing and sales managers,Other installation maintenance and repair workers,8277827.49,1655218.68,1927570.72,0.0003819262969443689,0.0005919857602637718,0.001910031609841426,4900.356
50,7800,303.96,1,Marketing and sales managers,Bakers,8277827.49,1682460.36,2051266.55,3.6719779479241114e-05,5.691565819282373e-05,0.0001806639890166565,471.138
50,8140,2107.58,1,Marketing and sales managers,Welding soldering and brazing workers,8277827.49,4724627.82,5662697.24,0.00025460545083188244,0.0003946384487894178,0.0004460838144918682,3266.749
50,8740,146.3,1,Marketing and sales managers,Inspectors testers sorters samplers and weighers,8277827.49,5951524.19,7125837.42,1.7673719363774757e-05,2.7394265013850873e-05,2.4581938227827316e-05,226.765
50,8965,3318.0299999999997,2,Marketing and sales managers,Production workers all other,8277827.49,7344078.47,9050888.55,0.00040083343171965516,0.0006212918191654655,0.00045179664318047516,5142.9465
50,9140,5051.96,2,Marketing and sales managers,Taxi drivers and chauffeurs,8277827.49,4035001.4,4959079.22,0.0006103002274573856,0.0009459653525589477,0.0012520342619955474,7830.538
60,20,448.87,1,Public relations managers,General and operations managers,594624.96,8101102.5,9721615.36,0.0007548791762794486,0.0011700627232331454,5.540850766917219e-05,695.7485000000001
60,40,1557.17,1,Public relations managers,Advertising and promotions managers,594624.96,543170.01,630737.78,0.0026187430813533292,0.00405905177609766,0.002866818806877795,2413.6135
60,50,4305.5,2,Public relations managers,Marketing and sales managers,594624.96,8254144.44,9764646.76,0.007240698405933044,0.011223082529196219,0.0005216167503848527,6673.525
60,60,578400.18,318,Public relations managers,Public relations managers,594624.96,595193.53,708488.17,0.9727142634577601,0.9577071083595282,0.9717850595586952,569476.5510000001
60,425,968.18,1,Public relations managers,Emergency Management Directors,594624.96,48472.52,55892.89,0.0016282195755792021,0.0025237403421477633,0.01997379133579191,1500.6789999999999
60,430,1942.23,2,Public relations managers,Managers all other,594624.96,33613457.56,40898904.77,0.00326631091974343,0.005062781925602317,5.778132155947125e-05,3010.4565000000002
60,2010,475.76,1,Public relations managers,Social workers,594624.96,6556981.9,7669327.26,0.0008001009577532702,0.001240156484517569,7.255777234950121e-05,737.428
60,2810,2198.73,1,Public relations managers,News analysts reporters and correspondents,594624.96,689921.01,814411.98,0.0036976752539953925,0.005731396643692858,0.0031869300516011246,3408.0315
